Timestamp,Source IP,Source Port,Dest IP,Dest Port,Protocol,Flags,Size,Event,Severity
2025-12-11 10:39:15,192.168.0.1,45633,239.255.255.250,1900,UDP,NONE,476,UDP packet from 192.168.0.1:45633 to 239.255.255.250:1900,INFO
2025-12-11 10:39:15,192.168.0.1,45633,239.255.255.250,1900,UDP,NONE,478,UDP packet from 192.168.0.1:45633 to 239.255.255.250:1900,INFO
2025-12-11 10:39:15,192.168.0.1,45633,239.255.255.250,1900,UDP,NONE,478,UDP packet from 192.168.0.1:45633 to 239.255.255.250:1900,INFO
2025-12-11 10:39:18,192.168.18.111,33692,34.36.137.203,443,TCP,PA,91,TCP connection from 192.168.18.111:33692 to 34.36.137.203:443 [PA] HTTPS,INFO
2025-12-11 10:39:18,34.36.137.203,443,192.168.18.111,33692,TCP,PA,91,TCP connection from 34.36.137.203:443 to 192.168.18.111:33692 [PA],INFO
2025-12-11 10:39:18,192.168.18.111,33692,34.36.137.203,443,TCP,A,52,TCP connection from 192.168.18.111:33692 to 34.36.137.203:443 [A] HTTPS,INFO
2025-12-11 10:39:21,192.168.18.111,47492,199.165.136.100,443,TCP,A,52,TCP connection from 192.168.18.111:47492 to 199.165.136.100:443 [A] HTTPS,INFO
2025-12-11 10:39:22,199.165.136.100,443,192.168.18.111,47492,TCP,A,52,TCP connection from 199.165.136.100:443 to 192.168.18.111:47492 [A],INFO
2025-12-11 10:39:22,192.168.18.111,42420,172.237.72.79,443,TCP,A,52,TCP connection from 192.168.18.111:42420 to 172.237.72.79:443 [A] HTTPS,INFO
2025-12-11 10:39:22,172.237.72.79,443,192.168.18.111,42420,TCP,A,52,TCP connection from 172.237.72.79:443 to 192.168.18.111:42420 [A],INFO
2025-12-11 10:39:23,192.168.18.1,46364,239.255.255.250,1900,UDP,NONE,160,UDP packet from 192.168.18.1:46364 to 239.255.255.250:1900,INFO
2025-12-11 10:39:23,192.168.18.187,57621,192.168.18.255,57621,UDP,NONE,72,UDP packet from 192.168.18.187:57621 to 192.168.18.255:57621,INFO
2025-12-11 10:39:23,192.168.18.1,46364,239.255.255.250,1900,UDP,NONE,160,UDP packet from 192.168.18.1:46364 to 239.255.255.250:1900,INFO
2025-12-11 10:39:23,192.168.18.1,46364,239.255.255.250,1900,UDP,NONE,161,UDP packet from 192.168.18.1:46364 to 239.255.255.250:1900,INFO
2025-12-11 10:39:24,192.168.18.1,46364,239.255.255.250,1900,UDP,NONE,161,UDP packet from 192.168.18.1:46364 to 239.255.255.250:1900,INFO
2025-12-11 10:39:25,192.168.0.1,38762,192.168.0.255,20002,UDP,NONE,353,UDP packet from 192.168.0.1:38762 to 192.168.0.255:20002,INFO
2025-12-11 10:39:28,192.168.18.111,47810,34.107.243.93,443,TCP,PA,91,TCP connection from 192.168.18.111:47810 to 34.107.243.93:443 [PA] HTTPS,INFO
2025-12-11 10:39:28,34.107.243.93,443,192.168.18.111,47810,TCP,PA,91,TCP connection from 34.107.243.93:443 to 192.168.18.111:47810 [PA],INFO
2025-12-11 10:39:28,192.168.18.111,47810,34.107.243.93,443,TCP,A,52,TCP connection from 192.168.18.111:47810 to 34.107.243.93:443 [A] HTTPS,INFO
2025-12-11 10:39:29,192.168.18.111,58510,34.160.144.191,443,TCP,PA,98,TCP connection from 192.168.18.111:58510 to 34.160.144.191:443 [PA] HTTPS,INFO
2025-12-11 10:39:30,34.160.144.191,443,192.168.18.111,58510,TCP,PA,98,TCP connection from 34.160.144.191:443 to 192.168.18.111:58510 [PA],INFO
2025-12-11 10:39:30,192.168.18.111,58510,34.160.144.191,443,TCP,A,52,TCP connection from 192.168.18.111:58510 to 34.160.144.191:443 [A] HTTPS,INFO
2025-12-11 10:39:30,18.97.36.2,443,192.168.18.111,39182,TCP,PA,76,TCP connection from 18.97.36.2:443 to 192.168.18.111:39182 [PA],INFO
2025-12-11 10:39:30,192.168.18.111,39182,18.97.36.2,443,TCP,A,52,TCP connection from 192.168.18.111:39182 to 18.97.36.2:443 [A] HTTPS,INFO
2025-12-11 10:39:30,192.168.18.111,39182,18.97.36.2,443,TCP,PA,80,TCP connection from 192.168.18.111:39182 to 18.97.36.2:443 [PA] HTTPS,INFO
2025-12-11 10:39:30,18.97.36.2,443,192.168.18.111,39182,TCP,A,52,TCP connection from 18.97.36.2:443 to 192.168.18.111:39182 [A],INFO
2025-12-11 10:39:32,192.168.18.111,57246,151.101.141.91,443,TCP,PA,98,TCP connection from 192.168.18.111:57246 to 151.101.141.91:443 [PA] HTTPS,INFO
2025-12-11 10:39:32,192.168.18.111,42722,151.101.141.91,443,TCP,PA,98,TCP connection from 192.168.18.111:42722 to 151.101.141.91:443 [PA] HTTPS,INFO
2025-12-11 10:39:32,151.101.141.91,443,192.168.18.111,42722,TCP,A,52,TCP connection from 151.101.141.91:443 to 192.168.18.111:42722 [A],INFO
2025-12-11 10:39:32,151.101.141.91,443,192.168.18.111,57246,TCP,A,52,TCP connection from 151.101.141.91:443 to 192.168.18.111:57246 [A],INFO
2025-12-11 10:39:32,151.101.141.91,443,192.168.18.111,42722,TCP,PA,98,TCP connection from 151.101.141.91:443 to 192.168.18.111:42722 [PA],INFO
2025-12-11 10:39:32,151.101.141.91,443,192.168.18.111,57246,TCP,PA,98,TCP connection from 151.101.141.91:443 to 192.168.18.111:57246 [PA],INFO
2025-12-11 10:39:32,192.168.18.111,42722,151.101.141.91,443,TCP,A,52,TCP connection from 192.168.18.111:42722 to 151.101.141.91:443 [A] HTTPS,INFO
2025-12-11 10:39:32,192.168.18.111,57246,151.101.141.91,443,TCP,A,52,TCP connection from 192.168.18.111:57246 to 151.101.141.91:443 [A] HTTPS,INFO
2025-12-11 10:39:35,172.64.148.235,443,192.168.18.111,59946,TCP,PA,76,TCP connection from 172.64.148.235:443 to 192.168.18.111:59946 [PA],INFO
2025-12-11 10:39:35,192.168.18.111,59946,172.64.148.235,443,TCP,PA,80,TCP connection from 192.168.18.111:59946 to 172.64.148.235:443 [PA] HTTPS,INFO
2025-12-11 10:39:35,172.64.148.235,443,192.168.18.111,59946,TCP,A,52,TCP connection from 172.64.148.235:443 to 192.168.18.111:59946 [A],INFO
2025-12-11 10:39:37,192.168.18.1,0,192.168.18.111,0,ICMP,NONE,84,ICMP packet from 192.168.18.1 to 192.168.18.111,INFO
2025-12-11 10:39:37,192.168.18.111,0,192.168.18.1,0,ICMP,NONE,84,ICMP packet from 192.168.18.111 to 192.168.18.1,INFO
2025-12-11 10:39:37,192.168.18.1,0,192.168.18.111,0,ICMP,NONE,84,ICMP packet from 192.168.18.1 to 192.168.18.111,INFO
2025-12-11 10:39:37,192.168.18.111,0,192.168.18.1,0,ICMP,NONE,84,ICMP packet from 192.168.18.111 to 192.168.18.1,INFO
2025-12-11 10:39:40,192.168.18.111,42694,192.200.0.102,443,TCP,A,52,TCP connection from 192.168.18.111:42694 to 192.200.0.102:443 [A] HTTPS,INFO
2025-12-11 10:39:40,192.200.0.102,443,192.168.18.111,42694,TCP,A,52,TCP connection from 192.200.0.102:443 to 192.168.18.111:42694 [A],INFO
2025-12-11 10:39:42,192.168.18.1,0,192.168.18.111,0,ICMP,NONE,84,ICMP packet from 192.168.18.1 to 192.168.18.111,INFO
2025-12-11 10:39:42,192.168.18.111,0,192.168.18.1,0,ICMP,NONE,84,ICMP packet from 192.168.18.111 to 192.168.18.1,INFO
2025-12-11 10:39:42,192.168.18.1,0,192.168.18.111,0,ICMP,NONE,84,ICMP packet from 192.168.18.1 to 192.168.18.111,INFO
2025-12-11 10:39:42,192.168.18.111,0,192.168.18.1,0,ICMP,NONE,84,ICMP packet from 192.168.18.111 to 192.168.18.1,INFO
2025-12-11 10:39:45,192.168.0.1,45633,239.255.255.250,1900,UDP,NONE,414,UDP packet from 192.168.0.1:45633 to 239.255.255.250:1900,INFO
2025-12-11 10:39:45,192.168.0.1,45633,239.255.255.250,1900,UDP,NONE,423,UDP packet from 192.168.0.1:45633 to 239.255.255.250:1900,INFO
2025-12-11 10:39:45,192.168.0.1,45633,239.255.255.250,1900,UDP,NONE,486,UDP packet from 192.168.0.1:45633 to 239.255.255.250:1900,INFO
2025-12-11 10:39:45,192.168.0.1,45633,239.255.255.250,1900,UDP,NONE,482,UDP packet from 192.168.0.1:45633 to 239.255.255.250:1900,INFO
2025-12-11 10:39:45,192.168.0.1,45633,239.255.255.250,1900,UDP,NONE,462,UDP packet from 192.168.0.1:45633 to 239.255.255.250:1900,INFO
